word,pos,ontotag,onto-BIO,onto-predict,dict-tag,dict-score,dict-BIO
",",",",NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
take,VBP,Health_Care_Activity,B,medication,0,0,B
his,PRP$,Pharmacologic_Substance,B,NA,1,0,B
word,NN,Idea_or_Concept,B,NA,0,0,B
",",",",NA,B,NA,0,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
now,RB,Temporal_Concept,B,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
ulcer,NN,Disease_or_Syndrome,I,disease,3,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
open,VBN,Spatial_Concept,B,NA,0,0,B
up,RP,NA,B,NA,0,0,B
again,RB,NA,B,NA,0,0,B
",",",",NA,B,NA,0,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
can,MD,Quantitative_Concept,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
very,RB,Qualitative_Concept,B,NA,4,0,B
painful,JJ,Sign_or_Symptom,B,symptom,0,0,B
on,IN,NA,B,NA,0,0,B
some,DT,Quantitative_Concept,B,NA,4,8,B
occassions,NNS,NA,B,NA,4,8,B
.,.,NA,B,NA,0,0,B
My,PRP$,NA,B,NA,0,0,B
work,NN,Finding,B,NA,0,0,B
involve,VBP,Functional_Concept,B,NA,0,0,B
a,DT,Qualitative_Concept,B,NA,0,0,B
lot,NN,Qualitative_Concept,I,NA,0,0,B
of,IN,NA,B,NA,0,0,B
walk,NN,Daily_or_Recreational_Activity,B,normal_activity,0,0,B
",",",",NA,B,NA,0,0,B
as,IN,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
work,VBP,Finding,B,NA,0,0,B
in,IN,Finding,I,NA,0,0,B
a,DT,Qualitative_Concept,B,NA,0,0,B
warehouse,NN,Manufactured_Object,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
In,IN,NA,B,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
childhood,NN,Temporal_Concept,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
face,VBP,Body_Location_or_Region,B,organ,2,0,B
a,DT,Qualitative_Concept,B,NA,0,0,B
spinal,JJ,Injury_or_Poisoning,B,injury,2,0,B
cord,NN,Injury_or_Poisoning,I,injury,2,0,I
injury,NN,Injury_or_Poisoning,I,injury,2,0,I
.,.,NA,B,NA,0,0,B
Can,MD,Quantitative_Concept,B,NA,0,0,B
anybody,NN,NA,B,NA,0,0,B
give,VB,Functional_Concept,B,NA,0,0,B
me,PRP,NA,B,NA,0,0,B
advice,NN,Health_Care_Activity,B,medication,4,7,B
.,.,NA,B,NA,0,0,B
','',NA,B,NA,0,0,B
],NN,NA,B,NA,0,0,B
[,NN,NA,B,NA,0,0,B
u'When,NN,NA,B,NA,0,0,B
i,NN,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
7,CD,NA,B,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
dad,NN,NA,B,NA,0,0,B
pass,NN,Finding,B,NA,0,0,B
away,RB,NA,B,NA,0,0,B
n,JJ,NA,B,NA,0,0,B
i,NN,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
seperated,VBN,NA,B,NA,0,0,B
from,IN,Qualitative_Concept,B,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
mum,NN,Plant,B,NA,0,0,B
at,IN,NA,B,NA,0,0,B
that,DT,NA,B,NA,0,0,B
age,NN,Organism_Attribute,B,NA,0,0,B
into,IN,Functional_Concept,B,NA,0,0,B
the,DT,Temporal_Concept,I,NA,0,0,B
uk,NN,NA,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
My,PRP$,NA,B,NA,0,0,B
mum,NNS,Plant,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
pass,VBN,Finding,B,NA,0,0,B
away,RB,NA,B,NA,0,0,B
2,CD,NA,B,NA,0,0,B
years,NNS,Temporal_Concept,B,NA,5,0,B
ago,RB,NA,B,NA,4,10,B
.,.,NA,B,NA,0,0,B
A,DT,NA,B,NA,0,0,B
girl,NN,Age_Group,B,age,0,0,B
iv,NN,NA,B,NA,0,0,B
love,NN,Mental_Process,B,NA,0,0,B
n,NN,NA,B,NA,0,0,B
still,RB,NA,B,NA,0,0,B
do,VBP,NA,B,NA,0,0,B
from,IN,Qualitative_Concept,B,NA,0,0,B
the,DT,Temporal_Concept,I,NA,0,0,B
age,NN,Organism_Attribute,B,NA,0,0,B
of,IN,Mental_Process,I,NA,0,0,B
7,CD,NA,B,NA,0,0,B
to,TO,NA,B,NA,0,0,B
now,RB,Intellectual_Product,B,NA,0,0,B
23,CD,NA,B,NA,0,0,B
iv,NN,NA,B,NA,0,0,B
lose,NN,NA,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
N,NNP,NA,B,NA,0,0,B
i,NNS,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
no,DT,NA,B,NA,0,0,B
energy,NN,Quantitative_Concept,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
Iv,NNP,NA,B,NA,0,0,B
lose,VBP,NA,B,NA,0,0,B
control,NN,Conceptual_Entity,B,NA,0,0,B
of,IN,Mental_Process,I,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
thoughts,NNS,Mental_Process,B,NA,0,0,B
n,VBP,NA,B,NA,0,0,B
i,JJ,NA,B,NA,0,0,B
cant,VBP,Finding,B,NA,4,8,B
close,JJ,Therapeutic_or_Preventive_Procedure,B,medication,0,0,B
my,PRP$,NA,B,NA,0,0,B
eye,NN,Therapeutic_or_Preventive_Procedure,I,medication,2,0,B
because,IN,NA,B,NA,0,0,B
i,JJ,NA,B,NA,0,0,B
feel,VBP,Mental_Process,B,NA,0,0,B
like,IN,Mental_Process,B,NA,0,0,B
i,NN,NA,B,NA,0,0,B
can,MD,Quantitative_Concept,B,NA,0,0,B
see,VB,Activity,B,NA,0,0,B
bad,JJ,Qualitative_Concept,B,NA,4,5,B
things,NNS,Entity,B,NA,4,8,B
n,JJ,NA,B,NA,0,0,B
hear,JJ,Physiologic_Function,B,symptom,1,0,B
bad,JJ,Qualitative_Concept,B,NA,4,5,B
things,NNS,Entity,B,NA,4,8,B
.,.,NA,B,NA,0,0,B
At,IN,NA,B,NA,0,0,B
time,NN,Temporal_Concept,B,NA,5,0,B
i,NN,NA,B,NA,0,0,B
blank,VBD,Finding,B,NA,0,0,B
out,RP,Spatial_Concept,B,NA,3,0,B
while,IN,Idea_or_Concept,B,NA,0,0,B
im,NNS,NA,B,NA,0,0,B
still,RB,NA,B,NA,0,0,B
conscious,JJ,Mental_Process,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
need,VBP,Idea_or_Concept,B,NA,0,0,B
help,VB,Idea_or_Concept,I,NA,0,0,B
iv,VB,NA,B,NA,0,0,B
never,RB,Temporal_Concept,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
this,DT,Eukaryote,B,NA,0,0,B
bad,JJ,Qualitative_Concept,B,NA,4,5,B
.,.,NA,B,NA,0,0,B
','',NA,B,NA,0,0,B
",",",",NA,B,NA,0,0,B
u,JJ,NA,B,NA,0,0,B
'','',NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
'm,VBP,NA,B,NA,0,0,B
kyle,VB,NA,B,NA,0,0,B
a,DT,NA,B,NA,0,0,B
14,CD,NA,B,NA,0,0,B
year,NN,Temporal_Concept,B,NA,5,0,B
old,JJ,Temporal_Concept,B,NA,0,0,B
teenager,NN,Population_Group,B,NA,0,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
in,IN,Temporal_Concept,B,NA,0,0,B
the,DT,Temporal_Concept,I,NA,0,0,B
past,JJ,Temporal_Concept,I,NA,0,0,B
years,NNS,Temporal_Concept,B,NA,5,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
currently,RB,Temporal_Concept,B,NA,0,0,B
i,VB,NA,B,NA,0,0,B
get,VBP,NA,B,NA,0,0,B
really,RB,NA,B,NA,0,0,B
emotional,JJ,Finding,B,NA,0,0,B
Its,PRP$,NA,B,NA,0,0,B
like,IN,Mental_Process,B,NA,0,0,B
one,CD,Quantitative_Concept,B,NA,2,0,B
moment,NN,NA,B,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
mood,NN,Mental_Process,B,NA,0,0,B
will,MD,Mental_Process,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
one,CD,Quantitative_Concept,B,NA,2,0,B
thing,NN,Finding,I,NA,4,8,B
then,RB,Temporal_Concept,B,NA,0,0,B
il,RB,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
confuse,NN,Mental_or_Behavioral_Dysfunction,B,symptom,1,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
just,RB,NA,B,NA,0,0,B
get,VB,NA,B,NA,0,0,B
sad,JJ,Mental_Process,B,NA,0,0,B
There,EX,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
some,DT,Quantitative_Concept,B,NA,4,8,B
current,JJ,Temporal_Concept,B,NA,0,0,B
issue,NN,Intellectual_Product,B,NA,2,0,B
with,IN,Qualitative_Concept,B,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
familly,RB,NA,B,NA,0,0,B
that,DT,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
cause,NN,Functional_Concept,B,NA,0,0,B
me,PRP,NA,B,NA,0,0,B
to,TO,NA,B,NA,0,0,B
actually,RB,NA,B,NA,0,0,B
contemplate,VB,NA,B,NA,4,5,B
suicide,NN,Finding,B,NA,0,0,B
It,PRP,NA,B,NA,0,0,B
get,VB,NA,B,NA,0,0,B
that,IN,NA,B,NA,0,0,B
bad,JJ,Qualitative_Concept,B,NA,4,5,B
and,CC,Idea_or_Concept,B,NA,2,0,B
i,JJ,NA,B,NA,0,0,B
just,RB,NA,B,NA,0,0,B
want,VBP,NA,B,NA,4,8,B
to,TO,NA,B,NA,0,0,B
know,VB,NA,B,NA,0,0,B
why,WRB,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
this,DT,Eukaryote,B,NA,0,0,B
happen,JJ,Activity,B,NA,0,0,B
why,WRB,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
i,VBN,NA,B,NA,0,0,B
so,RB,NA,B,NA,0,0,B
sad,JJ,Mental_Process,B,NA,0,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
confuse,NN,Mental_or_Behavioral_Dysfunction,B,symptom,1,0,B
i,NN,NA,B,NA,0,0,B
think,VBP,Mental_Process,B,NA,4,8,B
of,IN,Mental_Process,I,NA,0,0,B
get,NN,NA,B,NA,0,0,B
help,NN,Idea_or_Concept,I,NA,0,0,B
with,IN,Qualitative_Concept,B,NA,0,0,B
then,RB,Temporal_Concept,B,NA,0,0,B
the,DT,Temporal_Concept,I,NA,0,0,B
fear,NN,Mental_Process,B,NA,0,0,B
of,IN,Mental_Process,I,NA,0,0,B
be,VB,NA,B,NA,0,0,B
diagnose,JJ,Finding,B,NA,0,0,B
with,IN,Qualitative_Concept,B,NA,0,0,B
alot,NN,NA,B,NA,0,0,B
of,IN,Mental_Process,I,NA,0,0,B
different,JJ,Qualitative_Concept,B,NA,0,0,B
things,NNS,Entity,B,NA,4,8,B
kick,VBP,NA,B,NA,0,0,B
in,IN,Temporal_Concept,B,NA,0,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
i,VB,NA,B,NA,0,0,B
dont,NN,NA,B,NA,0,0,B
follow,VBP,Intellectual_Product,B,NA,0,0,B
through,IN,Functional_Concept,B,NA,0,0,B
i,NN,NA,B,NA,0,0,B
dont,VBP,NA,B,NA,0,0,B
feel,NN,Mental_Process,B,NA,0,0,B
anything,NN,NA,B,NA,0,0,B
besides,IN,NA,B,NA,0,0,B
sadness,NN,NA,B,NA,3,0,B
.,.,NA,B,NA,0,0,B
'','',NA,B,NA,0,0,B
],NN,NA,B,NA,0,0,B
[,NN,NA,B,NA,0,0,B
u'I,JJ,NA,B,NA,0,0,B
feel,NN,Mental_Process,B,NA,0,0,B
pain,NN,Sign_or_Symptom,B,symptom,1,0,B
at,IN,NA,B,NA,0,0,B
the,DT,NA,B,NA,2,0,B
base,NN,Chemical_Viewed_Functionally,B,NA,2,0,I
of,IN,NA,B,NA,0,0,B
base,NN,Chemical_Viewed_Functionally,B,NA,2,0,I
penis,NN,Body_Location_or_Region,I,organ,2,0,B
",",",",NA,B,NA,0,0,B
around,IN,Idea_or_Concept,B,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
anus,NN,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
",",",",NA,B,NA,0,0,B
just,RB,NA,B,NA,0,0,B
above,IN,Spatial_Concept,B,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
pubic,JJ,Body_Part_Organ_or_Organ_Component,B,organ,0,0,B
bone,NN,Body_Part_Organ_or_Organ_Component,I,organ,2,0,B
and,CC,Idea_or_Concept,B,NA,1,0,I
in,IN,NA,B,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
lower,JJR,Body_Part_Organ_or_Organ_Component,B,organ,4,1,B
back,NN,Body_Part_Organ_or_Organ_Component,I,organ,1,0,B
.,.,NA,B,NA,0,0,B
Pain,NN,Sign_or_Symptom,B,symptom,1,0,I
be,VB,NA,B,NA,0,0,B
spread,VBN,Qualitative_Concept,B,NA,4,7,B
in,IN,NA,B,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
penis,NN,Body_Location_or_Region,I,organ,2,0,B
and,CC,Idea_or_Concept,B,NA,1,0,I
testicles,NNS,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
(,(,Body_Part_Organ_or_Organ_Component,I,organ,0,0,B
testes,NNS,Body_Part_Organ_or_Organ_Component,I,organ,2,0,B
),),Body_Part_Organ_or_Organ_Component,I,organ,0,0,B
.,.,NA,B,NA,0,0,B
Passing,VBG,NA,B,NA,0,0,B
stool,NN,Body_Substance,B,organ,0,0,B
be,VB,NA,B,NA,0,0,B
painful,JJ,Sign_or_Symptom,B,symptom,0,0,B
.,.,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
feel,VBP,Mental_Process,B,NA,0,0,B
pain,RB,Sign_or_Symptom,B,symptom,1,0,B
when,WRB,Qualitative_Concept,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
pass,VBP,Organism_Function,B,symptom,1,0,B
urine,JJ,Organism_Function,I,symptom,1,0,I
and,CC,Idea_or_Concept,B,NA,1,0,I
I,PRP,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
an,DT,NA,B,NA,0,0,B
urgent,JJ,Temporal_Concept,B,NA,0,0,B
desire,NN,Mental_Process,B,NA,0,0,B
to,TO,NA,B,NA,0,0,B
pass,VB,Organism_Function,B,symptom,1,0,B
urine,NN,Organism_Function,I,symptom,1,0,I
and,CC,Idea_or_Concept,B,NA,1,0,I
sometimes,RB,Temporal_Concept,B,NA,0,0,B
blood,NN,Tissue,B,NA,2,0,B
in,IN,NA,B,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
urine,NN,Organism_Function,I,symptom,1,0,I
.,.,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
get,VBN,NA,B,NA,0,0,B
fever.A,RB,NA,B,NA,1,0,B
small,JJ,Quantitative_Concept,B,NA,3,0,B
amount,NN,Quantitative_Concept,I,NA,0,0,B
of,IN,NA,B,NA,0,0,B
thick,JJ,Qualitative_Concept,B,NA,4,7,B
fluid,NN,Substance,B,NA,0,0,B
sometimes,RB,Temporal_Concept,B,NA,0,0,B
come,VBN,Organic_Chemical,B,NA,0,0,B
out,IN,Spatial_Concept,B,NA,3,0,B
of,IN,NA,B,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
penis,NN,Body_Location_or_Region,I,organ,2,0,B
from,IN,Qualitative_Concept,B,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
urethra,NN,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
.,.,NA,B,NA,0,0,B
','',NA,B,NA,0,0,B
],NN,NA,B,NA,0,0,B
[,NN,NA,B,NA,0,0,B
u,NN,NA,B,NA,0,0,B
'','',NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
notice,RB,NA,B,NA,0,0,B
recently,RB,Temporal_Concept,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
feel,VBP,Sign_or_Symptom,B,symptom,0,0,B
pain,RB,Sign_or_Symptom,B,symptom,1,0,B
in,IN,NA,B,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
chest,NN,Body_Location_or_Region,B,organ,2,0,B
.,.,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
never,RB,Temporal_Concept,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
chronic,JJ,Sign_or_Symptom,B,symptom,3,0,B
coughing.But,NN,NA,B,NA,3,0,I
recently,RB,Temporal_Concept,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
trouble,NN,NA,B,NA,0,0,B
while,IN,Idea_or_Concept,B,NA,0,0,B
sleep,JJ,Organism_Function,B,symptom,1,0,B
due,JJ,Functional_Concept,B,NA,0,0,B
to,TO,Functional_Concept,I,NA,0,0,B
wheezing.There,RB,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
whistle,JJ,NA,B,NA,0,0,B
sound,NN,Natural_Phenomenon_or_Process,B,NA,0,0,B
when,WRB,Qualitative_Concept,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
exhale,VBP,Organ_or_Tissue_Function,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
When,WRB,Qualitative_Concept,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
exercise,VBP,Daily_or_Recreational_Activity,B,normal_activity,0,0,B
I,PRP,NA,B,NA,0,0,B
feel,VBP,Sign_or_Symptom,B,symptom,0,0,B
tire,RB,Sign_or_Symptom,I,symptom,1,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
shortness,NN,Sign_or_Symptom,B,symptom,1,0,B
of,IN,Sign_or_Symptom,I,symptom,0,0,B
breath,NN,Sign_or_Symptom,I,symptom,1,0,I
.,.,NA,B,NA,0,0,B
In,IN,NA,B,NA,0,0,B
the,DT,NA,B,NA,0,0,B
cold,JJ,Natural_Phenomenon_or_Process,B,NA,0,0,B
air,NN,Natural_Phenomenon_or_Process,I,NA,2,0,B
the,DT,NA,B,NA,0,0,B
caughing,NN,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
trigger,NN,Qualitative_Concept,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
'','',NA,B,NA,0,0,B
],NN,NA,B,NA,0,0,B
[,NN,NA,B,NA,0,0,B
u,NN,NA,B,NA,0,0,B
'','',NA,B,NA,0,0,B
When,WRB,Temporal_Concept,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
8yr,CD,NA,B,NA,0,0,B
old,JJ,Temporal_Concept,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
a,DT,Qualitative_Concept,B,NA,0,0,B
big,JJ,Quantitative_Concept,B,NA,0,0,B
rock,NN,NA,B,NA,0,0,B
drop,NN,Quantitative_Concept,B,NA,0,0,B
on,IN,NA,B,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
head,NN,Body_Location_or_Region,B,organ,3,0,B
in,IN,NA,B,NA,0,0,B
school,NN,Organization,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
do,VBP,Finding,B,NA,0,0,B
not,RB,Finding,I,NA,4,5,B
remember,VB,Mental_Process,B,NA,1,0,B
anything,NN,NA,B,NA,0,0,B
prior,RB,Temporal_Concept,B,NA,0,0,B
to,TO,Temporal_Concept,I,NA,0,0,B
that,DT,NA,B,NA,0,0,B
or,CC,NA,B,NA,0,0,B
the,DT,NA,B,NA,0,0,B
event,NN,Event,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
of,IN,NA,B,NA,0,0,B
that,DT,NA,B,NA,0,0,B
day,NN,Temporal_Concept,B,NA,5,0,B
.,.,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
other,JJ,Pharmacologic_Substance,B,NA,0,0,B
hit,VBN,Functional_Concept,B,NA,0,0,B
on,IN,NA,B,NA,0,0,B
the,DT,NA,B,NA,0,0,B
head,NN,Body_Location_or_Region,B,organ,3,0,B
include,VBP,Idea_or_Concept,B,NA,3,0,I
a,DT,Qualitative_Concept,B,NA,0,0,B
bike,JJ,Injury_or_Poisoning,B,injury,0,0,B
accident,NN,Injury_or_Poisoning,I,injury,0,0,B
7yrs,CD,NA,B,NA,0,0,B
ago,RB,NA,B,NA,4,10,B
",",",",NA,B,NA,0,0,B
fly,NN,Eukaryote,B,NA,0,0,B
over,IN,Spatial_Concept,B,NA,0,0,B
the,DT,NA,B,NA,0,0,B
handlebars,NNS,NA,B,NA,0,0,B
with,IN,Qualitative_Concept,B,NA,0,0,B
no,DT,NA,B,NA,0,0,B
helmet,NN,Manufactured_Object,B,NA,0,0,B
",",",",NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
swell,VBN,Pathologic_Function,B,NA,1,0,B
on,IN,NA,B,NA,0,0,B
the,DT,NA,B,NA,0,0,B
right,JJ,Spatial_Concept,B,NA,4,1,B
side,NN,Spatial_Concept,I,NA,4,1,B
of,IN,NA,B,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
face,NN,Body_Location_or_Region,B,organ,2,0,B
but,CC,Mental_or_Behavioral_Dysfunction,B,symptom,0,0,B
that,IN,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
all,DT,Quantitative_Concept,B,NA,0,0,B
(,(,NA,B,NA,0,0,B
do,VB,Finding,B,NA,0,0,B
not,RB,Finding,I,NA,4,5,B
get,VB,NA,B,NA,0,0,B
check,VB,Qualitative_Concept,B,NA,2,0,B
out,RP,Qualitative_Concept,I,NA,3,0,B
),),NA,B,NA,0,0,B
.I,FW,NA,B,NA,0,0,B
constantly,RB,Qualitative_Concept,B,NA,0,0,B
keep,VB,Functional_Concept,B,NA,0,0,B
forget,NN,Mental_or_Behavioral_Dysfunction,B,symptom,0,0,B
things,NNS,Entity,B,NA,2,0,I
",",",",NA,B,NA,0,0,B
a,DT,Qualitative_Concept,B,NA,0,0,B
lot,NN,Qualitative_Concept,I,NA,0,0,B
of,IN,NA,B,NA,0,0,B
things,NNS,Entity,B,NA,2,0,I
and,CC,Idea_or_Concept,B,NA,2,0,B
it,PRP,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
put,VBN,Activity,B,NA,0,0,B
a,DT,Qualitative_Concept,B,NA,0,0,B
huge,JJ,NA,B,NA,0,0,B
strain,NN,Injury_or_Poisoning,B,injury,4,8,B
on,IN,NA,B,NA,0,0,B
many,JJ,Quantitative_Concept,B,NA,0,0,B
things,NNS,Entity,B,NA,2,0,I
such,JJ,NA,B,NA,0,0,B
a,DT,Qualitative_Concept,B,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
relationship,NN,Qualitative_Concept,B,NA,0,0,B
with,IN,Qualitative_Concept,B,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
girlfriend.I,NNS,NA,B,NA,0,0,B
do,VBP,Finding,B,NA,0,0,B
not,RB,Finding,I,NA,4,5,B
know,VB,Qualitative_Concept,I,NA,0,0,B
whether,IN,NA,B,NA,0,0,B
or,CC,NA,B,NA,0,0,B
not,RB,Finding,I,NA,4,5,B
it,PRP,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
the,DT,NA,B,NA,0,0,B
knock,NN,NA,B,NA,0,0,B
tot,NN,NA,B,NA,0,0,B
he,PRP,NA,B,NA,0,0,B
head,VBD,Body_Location_or_Region,B,organ,3,0,B
that,IN,NA,B,NA,0,0,B
stop,VB,Temporal_Concept,B,NA,0,0,B
me,PRP,NA,B,NA,0,0,B
remember,VB,Mental_Process,B,NA,1,0,B
my,PRP$,NA,B,NA,0,0,B
childhood,NN,Temporal_Concept,B,NA,0,0,B
(,(,NA,B,NA,0,0,B
primary,JJ,Qualitative_Concept,B,NA,0,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
most,JJS,Quantitative_Concept,B,NA,0,0,B
of,IN,NA,B,NA,0,0,B
secondary,JJ,Organization,B,NA,5,0,B
school,NN,Organization,B,NA,0,0,B
),),NA,B,NA,0,0,B
but,CC,Mental_or_Behavioral_Dysfunction,B,symptom,0,0,B
I,PRP,NA,B,NA,0,0,B
do,VBP,Finding,B,NA,0,0,B
not,RB,Finding,I,NA,4,5,B
.,.,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
remember,VBP,Mental_Process,B,NA,1,0,B
tiny,JJ,NA,B,NA,1,0,I
little,JJ,Quantitative_Concept,B,NA,2,0,B
things,NNS,Entity,B,NA,2,0,I
and,CC,Idea_or_Concept,B,NA,2,0,B
to,TO,Temporal_Concept,I,NA,0,0,B
be,VB,NA,B,NA,0,0,B
honest,JJS,Individual_Behavior,B,NA,0,0,B
",",",",NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
think,VBP,Mental_Process,B,NA,4,8,B
the,DT,NA,B,NA,0,0,B
only,JJ,Quantitative_Concept,B,NA,0,0,B
things,NNS,Entity,B,NA,2,0,I
i,VBP,NA,B,NA,0,0,B
think,VBP,Mental_Process,B,NA,4,8,B
I,PRP,NA,B,NA,0,0,B
remember,VBP,Mental_Process,B,NA,1,0,B
be,VB,NA,B,NA,0,0,B
actually,RB,NA,B,NA,0,0,B
just,RB,NA,B,NA,0,0,B
bits,NNS,Quantitative_Concept,B,NA,0,0,B
of,IN,NA,B,NA,0,0,B
information,NN,Idea_or_Concept,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
tell,VBN,NA,B,NA,0,0,B
by,IN,NA,B,NA,0,0,B
others.Often,JJ,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
can,MD,Quantitative_Concept,B,NA,0,0,B
not,RB,Finding,I,NA,4,5,B
even,RB,NA,B,NA,0,0,B
remember,VB,Mental_Process,B,NA,1,0,B
things,NNS,Entity,B,NA,2,0,I
that,IN,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
do,VBN,Finding,B,NA,0,0,B
yesterday,NN,NA,B,NA,5,0,B
or,CC,NA,B,NA,0,0,B
sometimes,RB,Temporal_Concept,B,NA,0,0,B
not,RB,Finding,I,NA,4,5,B
remember,VB,Mental_Process,B,NA,1,0,B
what,WP,NA,B,NA,1,0,I
I,PRP,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
do,VBP,Finding,B,NA,0,0,B
the,DT,NA,B,NA,0,0,B
same,JJ,Qualitative_Concept,B,NA,0,0,B
day,NN,Temporal_Concept,B,NA,5,0,B
.,.,NA,B,NA,0,0,B
'','',NA,B,NA,0,0,B
],NN,NA,B,NA,0,0,B
[,NN,NA,B,NA,0,0,B
u,NN,NA,B,NA,0,0,B
'','',NA,B,NA,0,0,B
Huntington,NNP,Disease_or_Syndrome,B,disease,0,0,B
